Team,Opponent,Matches,Wins,Draws,Losses
Ghana,Central Africa,4,3,1,0
Ghana,Swaziland,3,3,0,0
Ghana,Madagascar,6,3,2,1
Ghana,Tanzania,6,3,2,1
Ghana,Cameroon,7,2,3,2
Ghana,Japan,8,2,0,6
Ghana,Senegal,7,2,3,2
Ghana,USA,5,2,0,3
Ghana,Namibia,4,2,1,1
Ghana,Morocco,10,2,3,5
Ghana,Jamaica,2,2,0,0
Ghana,Rwanda,4,2,1,1
Ghana,Libya,7,2,2,3
Ghana,Kenya,5,2,1,2
Ghana,Somalia,2,2,0,0
Ghana,Mauritius,2,2,0,0
Ghana,São Tomé and P.,2,2,0,0
Ghana,Comoros,5,2,1,2
Ghana,Zaire,3,2,0,1
Ghana,Switzerland,1,1,0,0
Ghana,Australia,7,1,2,4
Ghana,Serbia,1,1,0,0
Ghana,Czechia,1,1,0,0
Ghana,Latvia,1,1,0,0
Ghana,Chile,2,1,1,0
Ghana,Guinea-Bissau,1,1,0,0
Ghana,Saudi Arabia,4,1,2,1
Ghana,Trinidad,1,1,0,0
Ghana,Equat. Guinea,1,1,0,0
Ghana,Eritrea,1,1,0,0
Ghana,Indonesia,1,1,0,0
Ghana,Chad,2,1,1,0
Ghana,Qatar,1,1,0,0
Ghana,Mauritania,1,1,0,0
Ghana,Botswana,2,1,1,0
Ghana,Nicaragua,1,1,0,0
Ghana,East Germany,1,1,0,0
Ghana,Germany,4,0,1,3
Ghana,England,1,0,1,0
Ghana,Portugal,2,0,0,2
Ghana,Italy,1,0,0,1
Ghana,Greece,1,0,1,0
Ghana,Netherlands,3,0,1,2
Ghana,Turkiye,2,0,2,0
Ghana,Austria,2,0,1,1
Ghana,Bulgaria,1,0,0,1
Ghana,Denmark,1,0,0,1
Ghana,Argentina,1,0,0,1
Ghana,Brazil,5,0,0,5
Ghana,Norway,1,0,0,1
Ghana,Bosnia,1,0,0,1
Ghana,Russia,1,0,0,1
Ghana,Uruguay,2,0,0,2
Ghana,Canada,1,0,1,0
Ghana,Iceland,1,0,1,0
Ghana,Iran,4,0,0,4
Ghana,Slovenia,1,0,0,1
Ghana,Cuba,1,0,1,0
Ghana,Wales,1,0,1,0
Ghana,China,1,0,1,0
Ghana,Mexico,5,0,0,5
Ghana,Montenegro,2,0,0,2
Ghana,Yugoslavia,1,0,0,1
Haiti,Trinidad,27,12,3,12
Haiti,Dominican Rep.,12,9,2,1
Haiti,Cuba,25,8,11,6
Haiti,N. Antilles,13,8,3,2
Haiti,Puerto Rico,8,8,0,0
Haiti,Nicaragua,8,7,0,1
Haiti,Bermuda,9,7,1,1
Haiti,USA,19,6,5,8
Haiti,El Salvador,27,6,8,13
Haiti,Grenada,6,6,0,0
Haiti,Martinique,10,6,1,3
Haiti,Honduras,17,5,1,11
Haiti,Antigua and B.,9,5,2,2
Haiti,St. Kitts/Nevis,6,5,1,0
Haiti,Guatemala,16,4,2,10
Haiti,US Virgin,4,4,0,0
Haiti,Saint Lucia,5,4,0,1
Haiti,St. Vincent,5,4,1,0
Haiti,Panama,11,3,5,3
Haiti,Guyana,4,3,1,0
Haiti,Barbados,3,3,0,0
Haiti,Aruba,3,3,0,0
Haiti,Turks-Caicos,3,3,0,0
Haiti,Sint Maarten,3,3,0,0
Haiti,Jamaica,15,2,3,10
Haiti,Costa Rica,19,2,7,10
Haiti,Qatar,2,2,0,0
Haiti,Suriname,8,2,6,0
Haiti,Bahamas,2,2,0,0
Haiti,Dominica,2,2,0,0
Haiti,Cayman Islands,2,2,0,0
Haiti,Montserrat,2,2,0,0
Haiti,Guadeloupe,4,2,1,1
Haiti,Curaçao,6,2,2,2
Haiti,Saint-Martin,2,2,0,0
Haiti,Poland,3,1,0,2
Haiti,Venezuela,4,1,1,2
Haiti,Canada,11,1,2,8
Haiti,China,2,1,1,0
Haiti,Ecuador,3,1,0,2
Haiti,Azerbaijan,1,1,0,0
Haiti,New Zealand,1,1,0,0
Haiti,Jordan,1,1,0,0
Haiti,Belize,1,1,0,0
Haiti,B. Virgin,1,1,0,0
Haiti,French Guiana,5,1,2,2
Haiti,Spain,1,0,0,1
Haiti,Italy,2,0,1,1
Haiti,Japan,1,0,1,0
Haiti,Argentina,3,0,0,3
Haiti,Brazil,3,0,0,3
Haiti,Iceland,1,0,1,0
Haiti,Peru,4,0,1,3
Haiti,South Korea,1,0,0,1
Haiti,Tunisia,1,0,0,1
Haiti,Chile,4,0,1,3
Haiti,Saudi Arabia,1,0,0,1
Haiti,Colombia,2,0,0,2
Haiti,Bolivia,2,0,0,2
Haiti,Mexico,11,0,2,9
Haiti,Bahrain,1,0,0,1
Haiti,Syria,1,0,0,1
Haiti,Oman,1,0,0,1
Netherlands,Belgium,129,57,31,41
Netherlands,Switzerland,33,15,3,15
Netherlands,Luxembourg,18,15,1,2
Netherlands,Denmark,32,13,9,10
Netherlands,Finland,16,13,2,1
Netherlands,Ireland,24,13,4,7
Netherlands,Germany,48,12,18,18
Netherlands,Hungary,20,12,3,5
Netherlands,Sweden,25,12,5,8
Netherlands,France,31,11,4,16
Netherlands,Norway,23,11,7,5
Netherlands,Romania,15,11,3,1
Netherlands,Scotland,20,10,5,5
Netherlands,Austria,21,10,4,7
Netherlands,Poland,22,10,9,3
Netherlands,Iceland,13,10,1,2
Netherlands,Wales,10,10,0,0
Netherlands,England,30,9,9,12
Netherlands,Greece,11,9,1,1
Netherlands,Cyprus,9,9,0,0
Netherlands,Belarus,10,8,0,2
Netherlands,Malta,8,8,0,0
Netherlands,Turkiye,15,7,4,4
Netherlands,Spain,15,6,3,6
Netherlands,San Marino,6,6,0,0
Netherlands,Andorra,6,6,0,0
Netherlands,East Germany,9,6,1,2
Netherlands,Bulgaria,12,5,2,5
Netherlands,USA,6,5,0,1
Netherlands,Latvia,5,5,0,0
Netherlands,Estonia,6,5,1,0
Netherlands,Yugoslavia,9,5,1,3
Netherlands,Argentina,10,4,2,4
Netherlands,Brazil,12,4,4,4
Netherlands,Albania,4,4,0,0
Netherlands,Israel,4,4,0,0
Netherlands,N. Ireland,8,4,3,1
Netherlands,Moldova,4,4,0,0
Netherlands,Mexico,9,4,1,4
Netherlands,Gibraltar,4,4,0,0
Netherlands,Italy,24,3,9,12
Netherlands,Czechia,12,3,3,6
Netherlands,Peru,4,3,1,0
Netherlands,North Macedonia,5,3,2,0
Netherlands,ČSR,10,3,1,6
Netherlands,CIS,7,3,2,2
Netherlands,Portugal,14,2,4,8
Netherlands,Cameroon,3,2,1,0
Netherlands,Japan,3,2,1,0
Netherlands,Ghana,3,2,1,0
Netherlands,Bosnia,4,2,2,0
Netherlands,Uruguay,6,2,1,3
Netherlands,Slovakia,3,2,1,0
Netherlands,Canada,2,2,0,0
Netherlands,Morocco,3,2,0,1
Netherlands,Slovenia,2,2,0,0
Netherlands,South Korea,2,2,0,0
Netherlands,Ivory Coast,2,2,0,0
Netherlands,Ukraine,3,2,1,0
Netherlands,South Africa,2,2,0,0
Netherlands,Lithuania,2,2,0,0
Netherlands,China,2,2,0,0
Netherlands,Armenia,2,2,0,0
Netherlands,Kazakhstan,2,2,0,0
Netherlands,Saar,2,2,0,0
Netherlands,Australia,4,1,2,1
Netherlands,Nigeria,1,1,0,0
Netherlands,Russia,3,1,1,1
Netherlands,Senegal,1,1,0,0
Netherlands,Croatia,3,1,0,2
Netherlands,Paraguay,2,1,1,0
Netherlands,Iran,1,1,0,0
Netherlands,Georgia,1,1,0,0
Netherlands,Tunisia,3,1,2,0
Netherlands,Chile,2,1,1,0
Netherlands,Saudi Arabia,1,1,0,0
Netherlands,Liechtenstein,1,1,0,0
Netherlands,Thailand,1,1,0,0
Netherlands,Ecuador,4,1,3,0
Netherlands,Costa Rica,1,1,0,0
Netherlands,Faroe Islands,1,1,0,0
Netherlands,Montenegro,2,1,1,0
Netherlands,Indonesia,1,1,0,0
Netherlands,Qatar,1,1,0,0
Netherlands,Suriname,1,1,0,0
Netherlands,N. Antilles,2,1,1,0
Netherlands,Serbia-Mont.,1,1,0,0
Netherlands,Curaçao,1,1,0,0
Netherlands,Algeria,1,0,0,1
Netherlands,Egypt,2,0,1,1
Netherlands,Colombia,1,0,1,0
Netherlands,Great Britain,2,0,0,2
Netherlands,England Ama.,3,0,1,2
England,Wales,105,70,21,14
England,Scotland,116,49,26,41
England,N. Ireland,63,46,12,5
England,Ireland,54,37,12,5
England,Switzerland,28,20,5,3
England,France,32,17,5,10
England,Germany,38,16,7,15
England,Belgium,26,16,5,5
England,Hungary,26,16,3,7
England,Spain,28,14,3,11
England,Denmark,23,13,6,4
England,Netherlands,30,12,9,9
England,Poland,21,12,8,1
England,Austria,19,11,4,4
England,Finland,13,11,2,0
England,Portugal,23,10,8,5
England,Italy,32,10,9,13
England,Turkiye,11,9,2,0
England,Sweden,25,9,9,7
England,Luxembourg,9,9,0,0
England,Greece,11,8,2,1
England,Bulgaria,12,8,4,0
England,USA,12,8,2,2
England,Albania,8,8,0,0
England,San Marino,8,8,0,0
England,Andorra,8,8,0,0
England,Norway,12,7,3,2
England,Malta,7,7,0,0
England,ČSR,12,7,3,2
England,Argentina,14,6,5,3
England,Slovakia,7,6,1,0
England,Croatia,11,6,2,3
England,Ukraine,10,6,3,1
England,Mexico,9,6,1,2
England,Australia,8,5,2,1
England,Slovenia,7,5,2,0
England,CIS,12,5,4,3
England,Yugoslavia,14,5,5,4
England,Brazil,27,4,11,12
England,Czechia,6,4,1,1
England,Colombia,6,4,2,0
England,Lithuania,4,4,0,0
England,Moldova,4,4,0,0
England,Estonia,4,4,0,0
England,Cameroon,4,3,1,0
England,Serbia,3,3,0,0
England,Romania,12,3,6,3
England,Uruguay,12,3,4,5
England,Iceland,6,3,1,2
England,Paraguay,3,3,0,0
England,Egypt,3,3,0,0
England,North Macedonia,6,3,3,0
England,Montenegro,6,3,3,0
England,East Germany,4,3,1,0
England,Japan,4,2,1,1
England,Nigeria,3,2,1,0
England,Belarus,2,2,0,0
England,Latvia,2,2,0,0
England,Peru,3,2,0,1
England,Cyprus,2,2,0,0
England,Georgia,2,2,0,0
England,Tunisia,3,2,1,0
England,South Africa,2,2,0,0
England,Israel,4,2,2,0
England,Liechtenstein,2,2,0,0
England,Ecuador,3,2,1,0
England,Trinidad,2,2,0,0
England,Azerbaijan,2,2,0,0
England,Kazakhstan,2,2,0,0
England,New Zealand,2,2,0,0
England,All-Star-Team,3,2,1,0
England,Kosovo,2,2,0,0
England,Kuwait,1,1,0,0
England,Bosnia,1,1,0,0
England,Russia,3,1,1,1
England,Senegal,2,1,0,1
England,Canada,1,1,0,0
England,Morocco,2,1,1,0
England,Panama,1,1,0,0
England,Iran,1,1,0,0
England,Ivory Coast,1,1,0,0
England,Jamaica,1,1,0,0
England,Chile,6,1,3,2
England,China,1,1,0,0
England,Costa Rica,2,1,1,0
England,Malaysia,1,1,0,0
England,Serbia-Mont.,1,1,0,0
England,F.A. CAN Tour XI,1,1,0,0
England,Ghana,1,0,1,0
England,South Korea,1,0,1,0
England,Honduras,1,0,1,0
England,Algeria,1,0,1,0
England,Saudi Arabia,2,0,2,0
IR Iran,Syria,33,21,11,1
IR Iran,Kuwait,37,18,10,9
IR Iran,Iraq,30,18,5,7
IR Iran,Qatar,28,18,5,5
IR Iran,North Korea,24,18,6,0
IR Iran,UAE,21,17,3,1
IR Iran,China,26,15,5,6
IR Iran,Pakistan,18,15,1,2
IR Iran,South Korea,32,13,8,11
IR Iran,Thailand,14,11,3,0
IR Iran,Uzbekistan,18,10,5,3
IR Iran,Lebanon,12,10,1,1
IR Iran,Bahrain,19,9,5,5
IR Iran,India,12,9,1,2
IR Iran,Hong Kong,9,9,0,0
IR Iran,Japan,19,7,6,6
IR Iran,Oman,13,7,4,2
IR Iran,Jordan,14,7,3,4
IR Iran,Kyrgyzstan,6,6,0,0
IR Iran,Bangladesh,6,6,0,0
IR Iran,Maldives,6,6,0,0
IR Iran,Bosnia,8,5,1,2
IR Iran,Saudi Arabia,15,5,4,6
IR Iran,Turkmenistan,10,5,3,2
IR Iran,Nepal,5,5,0,0
IR Iran,Chinese Taipei,5,5,0,0
IR Iran,Ghana,4,4,0,0
IR Iran,Indonesia,4,4,0,0
IR Iran,Tajikistan,5,4,1,0
IR Iran,Singapore,5,4,1,0
IR Iran,Malaysia,4,4,0,0
IR Iran,Yemen,4,4,0,0
IR Iran,Cambodia,4,4,0,0
IR Iran,Palestine,7,4,3,0
IR Iran,Australia,6,3,2,1
IR Iran,Afghanistan,4,3,1,0
IR Iran,Algeria,5,3,0,2
IR Iran,Israel,5,3,1,1
IR Iran,Kenya,3,3,0,0
IR Iran,Sri Lanka,3,3,0,0
IR Iran,Burma,5,3,0,2
IR Iran,Laos,3,3,0,0
IR Iran,Guam,3,3,0,0
IR Iran,USSR U21,8,3,1,4
IR Iran,Venezuela,3,2,1,0
IR Iran,Canada,3,2,0,1
IR Iran,Morocco,2,2,0,0
IR Iran,Panama,2,2,0,0
IR Iran,Angola,4,2,2,0
IR Iran,Jamaica,2,2,0,0
IR Iran,Togo,2,2,0,0
IR Iran,Macedonia,4,2,1,1
IR Iran,Trinidad,2,2,0,0
IR Iran,Costa Rica,3,2,1,0
IR Iran,Azerbaijan,3,2,1,0
IR Iran,Kazakhstan,2,2,0,0
IR Iran,South Yemen,2,2,0,0
IR Iran,Polen B,2,2,0,0
IR Iran,Bulgaria,2,1,1,0
IR Iran,Cameroon,4,1,2,1
IR Iran,Denmark,2,1,1,0
IR Iran,Russia,4,1,2,1
IR Iran,Uruguay,2,1,1,0
IR Iran,Slovakia,2,1,0,1
IR Iran,USA,3,1,1,1
IR Iran,Ireland,3,1,0,2
IR Iran,Iceland,1,1,0,0
IR Iran,Paraguay,1,1,0,0
IR Iran,Georgia,1,1,0,0
IR Iran,Egypt,2,1,1,0
IR Iran,Mali,2,1,0,1
IR Iran,Ukraine,1,1,0,0
IR Iran,Chile,3,1,1,1
IR Iran,Zambia,1,1,0,0
IR Iran,Lithuania,1,1,0,0
IR Iran,Wales,2,1,0,1
IR Iran,Cape Verde,1,1,0,0
IR Iran,Mozambique,1,1,0,0
IR Iran,Bolivia,1,1,0,0
IR Iran,Ecuador,4,1,2,1
IR Iran,The Gambia,1,1,0,0
IR Iran,Sierra Leone,1,1,0,0
IR Iran,Armenia,1,1,0,0
IR Iran,Libya,1,1,0,0
IR Iran,Vietnam,1,1,0,0
IR Iran,New Zealand,2,1,1,0
IR Iran,Montenegro,2,1,1,0
IR Iran,Mauritania,1,1,0,0
IR Iran,Madagascar,1,1,0,0
IR Iran,Tanzania,1,1,0,0
IR Iran,Papua N. Guinea,1,1,0,0
IR Iran,Philippines,1,1,0,0
IR Iran,Nicaragua,1,1,0,0
IR Iran,Zaire,1,1,0,0
IR Iran,Türkiye U23,4,1,2,1
IR Iran,Netherlands Ol.,1,1,0,0
IR Iran,Austria,1,1,0,0
IR Iran,Germany,2,0,0,2
IR Iran,England,1,0,0,1
IR Iran,Portugal,3,0,1,2
IR Iran,Spain,1,0,0,1
IR Iran,France,1,0,0,1
IR Iran,Netherlands,1,0,0,1
IR Iran,Scotland,1,0,1,0
IR Iran,Turkiye,7,0,2,5
IR Iran,Austria,1,0,0,1
IR Iran,Argentina,2,0,0,2
IR Iran,Brazil,1,0,0,1
IR Iran,Poland,2,0,0,2
IR Iran,Nigeria,3,0,1,2
IR Iran,Romania,2,0,2,0
IR Iran,Belarus,3,0,2,1
IR Iran,Hungary,3,0,0,3
IR Iran,Senegal,2,0,2,0
IR Iran,Croatia,2,0,1,1
IR Iran,Sweden,1,0,0,1
IR Iran,Albania,1,0,0,1
IR Iran,Peru,1,0,0,1
IR Iran,Cyprus,1,0,1,0
IR Iran,Tunisia,4,0,2,2
IR Iran,Guinea,2,0,1,1
IR Iran,Mexico,3,0,0,3
IR Iran,Poland U21,1,0,0,1
IR Iran,Guatemala,1,0,1,0
IR Iran,Uganda,1,0,0,1
IR Iran,Botswana,1,0,1,0
IR Iran,ČSR,1,0,0,1
IR Iran,USSR,2,0,0,2
IR Iran,Yugoslavia,3,0,1,2
IR Iran,Brazil U23,1,0,1,0
Iraq,Jordan,35,21,5,9
Iraq,Palestine,17,13,3,1
Iraq,Qatar,24,12,2,10
Iraq,Thailand,17,10,5,2
Iraq,Yemen,13,10,3,0
Iraq,Saudi Arabia,29,9,8,12
Iraq,UAE,26,9,9,8
Iraq,China,17,9,2,6
Iraq,Bahrain,24,9,9,6
Iraq,Syria,22,9,8,5
Iraq,Oman,20,8,8,4
Iraq,Kuwait,23,7,7,9
Iraq,Iran,30,7,5,18
Iraq,Lebanon,13,7,5,1
Iraq,Indonesia,10,7,2,1
Iraq,Pakistan,9,7,1,1
Iraq,Vietnam,7,6,1,0
Iraq,North Korea,9,5,1,3
Iraq,South Korea,23,4,8,11
Iraq,India,4,4,0,0
Iraq,Nepal,4,4,0,0
Iraq,Chinese Taipei,4,4,0,0
Iraq,Japan,12,3,2,7
Iraq,Uzbekistan,11,3,3,5
Iraq,Singapore,4,3,0,1
Iraq,Malaysia,5,3,2,0
Iraq,Hong Kong,3,3,0,0
Iraq,Myanmar,3,3,0,0
Iraq,Australia,10,2,2,6
Iraq,Finland,2,2,0,0
Iraq,Afghanistan,2,2,0,0
Iraq,Algeria,5,2,2,1
Iraq,Zambia,2,2,0,0
Iraq,DR Congo,2,2,0,0
Iraq,Kyrgyzstan,2,2,0,0
Iraq,Kenya,2,2,0,0
Iraq,New Zealand,3,2,1,0
Iraq,Philippines,2,2,0,0
Iraq,Cambodia,2,2,0,0
Iraq,Macau,2,2,0,0
Iraq,South Yemen,2,2,0,0
Iraq,Bulgaria,1,1,0,0
Iraq,Poland,5,1,2,2
Iraq,Tunisia,4,1,0,3
Iraq,Bolivia,2,1,1,0
Iraq,Moldova,1,1,0,0
Iraq,Sierra Leone,1,1,0,0
Iraq,Azerbaijan,1,1,0,0
Iraq,Andorra,1,1,0,0
Iraq,Sudan,3,1,2,0
Iraq,Uganda,2,1,1,0
Iraq,Ethiopia,1,1,0,0
Iraq,Tajikistan,2,1,1,0
Iraq,Turkmenistan,1,1,0,0
Iraq,Ceylon,1,1,0,0
Iraq,East Germany,5,1,3,1
Iraq,Egypt U23,1,1,0,0
Iraq,Spain,2,0,1,1
Iraq,Turkiye,1,0,1,0
Iraq,Belgium,1,0,0,1
Iraq,Argentina,1,0,0,1
Iraq,Brazil,1,0,0,1
Iraq,Nigeria,1,0,0,1
Iraq,Romania,2,0,2,0
Iraq,Russia,1,0,0,1
Iraq,Uruguay,1,0,0,1
Iraq,Morocco,1,0,0,1
Iraq,Paraguay,1,0,0,1
Iraq,Peru,1,0,0,1
Iraq,Cyprus,1,0,0,1
Iraq,Egypt,2,0,1,1
Iraq,Chile,1,0,0,1
Iraq,South Africa,1,0,1,0
Iraq,Colombia,1,0,0,1
Iraq,Guinea,1,0,0,1
Iraq,Ecuador,1,0,1,0
Iraq,Estonia,1,0,1,0
Iraq,Mexico,2,0,0,2
Iraq,Trinidad,1,0,0,1
Iraq,Kazakhstan,4,0,2,2
Iraq,Liberia,1,0,0,1
Iraq,Botswana,1,0,1,0
Japan,South Korea,75,19,18,38
Japan,China,28,16,6,6
Japan,Hong Kong,27,16,4,7
Japan,Singapore,15,14,1,0
Japan,Australia,28,12,9,7
Japan,Saudi Arabia,18,11,2,5
Japan,Thailand,16,11,3,2
Japan,Bahrain,13,11,0,2
Japan,Philippines,12,11,0,1
Japan,Indonesia,13,10,1,2
Japan,Oman,13,10,2,1
Japan,North Korea,20,10,3,7
Japan,Syria,9,8,1,0
Japan,Iraq,12,7,2,3
Japan,Uzbekistan,11,7,3,1
Japan,India,8,7,0,1
Japan,Ghana,8,6,0,2
Japan,Iran,19,6,6,7
Japan,Nepal,6,6,0,0
Japan,Myanmar,6,6,0,0
Japan,Paraguay,12,5,4,3
Japan,Tunisia,6,5,0,1
Japan,UAE,16,5,6,5
Japan,Vietnam,6,5,1,0
Japan,Bangladesh,5,5,0,0
Japan,Yemen,5,5,0,0
Japan,Iceland,4,4,0,0
Japan,Tajikistan,4,4,0,0
Japan,Chinese Taipei,6,4,2,0
Japan,Macau,4,4,0,0
Japan,Cameroon,5,3,2,0
Japan,Canada,4,3,0,1
Japan,Afghanistan,3,3,0,0
Japan,Ivory Coast,5,3,0,2
Japan,Kyrgyzstan,3,3,0,0
Japan,Bolivia,4,3,1,0
Japan,Costa Rica,5,3,1,1
Japan,New Zealand,5,3,0,2
Japan,Sri Lanka,3,3,0,0
Japan,Jordan,6,3,2,1
Japan,Malaysia,10,3,2,5
Japan,Cambodia,3,3,0,0
Japan,Germany,4,2,1,1
Japan,Scotland,4,2,2,0
Japan,Turkiye,3,2,0,1
Japan,Belgium,6,2,2,2
Japan,Poland,7,2,0,5
Japan,Finland,2,2,0,0
Japan,Uruguay,8,2,3,3
Japan,Slovakia,3,2,1,0
Japan,USA,4,2,0,2
Japan,Panama,2,2,0,0
Japan,Peru,6,2,2,2
Japan,Honduras,3,2,1,0
Japan,Jamaica,4,2,1,1
Japan,Egypt,2,2,0,0
Japan,Ecuador,4,2,2,0
Japan,Kazakhstan,3,2,1,0
Japan,Guatemala,2,2,0,0
Japan,El Salvador,2,2,0,0
Japan,Qatar,9,2,4,3
Japan,Brunei,2,2,0,0
Japan,Mongolia,2,2,0,0
Japan,Yugoslavia,4,2,0,2
Japan,South Vietnam,3,2,0,1
Japan,England,4,1,1,2
Japan,Spain,2,1,0,1
Japan,France,6,1,0,5
Japan,Greece,2,1,1,0
Japan,Switzerland,3,1,0,2
Japan,Bulgaria,6,1,1,4
Japan,Kuwait,5,1,0,4
Japan,Denmark,2,1,0,1
Japan,Argentina,7,1,0,6
Japan,Serbia,3,1,0,2
Japan,Brazil,14,1,2,11
Japan,Nigeria,3,1,1,1
Japan,Czechia,3,1,2,0
Japan,Bosnia,3,1,1,1
Japan,Russia,1,1,0,0
Japan,Latvia,2,1,1,0
Japan,Croatia,4,1,1,2
Japan,Sweden,5,1,2,2
Japan,Luxembourg,1,1,0,0
Japan,Angola,1,1,0,0
Japan,Lebanon,1,1,0,0
Japan,Malta,1,1,0,0
Japan,Cyprus,1,1,0,0
Japan,Ukraine,3,1,0,2
Japan,Chile,3,1,1,1
Japan,Zambia,1,1,0,0
Japan,Togo,1,1,0,0
Japan,Colombia,6,1,1,4
Japan,Mexico,7,1,1,5
Japan,Trinidad,2,1,1,0
Japan,Azerbaijan,1,1,0,0
Japan,Montenegro,1,1,0,0
Japan,Turkmenistan,1,1,0,0
Japan,Pakistan,1,1,0,0
Japan,Palestine,1,1,0,0
Japan,Serbia-Mont.,1,1,0,0
Japan,Iran U23,1,1,0,0
Japan,Malaysia B,1,1,0,0
Japan,Myanmar B,1,1,0,0
Japan,Italy,3,0,1,2
Japan,Netherlands,3,0,1,2
Japan,Austria,1,0,0,1
Japan,Norway,1,0,0,1
Japan,Romania,4,0,1,3
Japan,Belarus,1,0,0,1
Japan,Hungary,2,0,0,2
Japan,Senegal,4,0,2,2
Japan,Venezuela,5,0,4,1
Japan,Mali,1,0,1,0
Japan,South Africa,1,0,1,0
Japan,Wales,1,0,0,1
Japan,Israel,8,0,0,8
Japan,Haiti,1,0,1,0
Japan,USSR,3,0,0,3
Japan,USSR U23,1,0,0,1
Japan,USSR,2,0,1,1
Jordan,Iraq,35,9,5,21
Jordan,Pakistan,9,9,0,0
Jordan,Oman,14,8,4,2
Jordan,Kuwait,20,6,9,5
Jordan,Lebanon,12,6,4,2
Jordan,Syria,19,6,4,9
Jordan,Palestine,9,6,3,0
Jordan,Saudi Arabia,10,5,1,4
Jordan,Bahrain,11,5,1,5
Jordan,Tajikistan,7,5,1,1
Jordan,Singapore,7,5,1,1
Jordan,Iran,14,4,3,7
Jordan,Nepal,5,4,1,0
Jordan,Chinese Taipei,4,4,0,0
Jordan,Australia,8,3,0,5
Jordan,Uzbekistan,14,3,4,7
Jordan,Libya,7,3,2,2
Jordan,Indonesia,3,3,0,0
Jordan,Qatar,17,3,3,11
Jordan,North Korea,7,3,2,2
Jordan,Malaysia,4,3,1,0
Jordan,Afghanistan,3,2,1,0
Jordan,Cyprus,5,2,2,1
Jordan,Egypt,3,2,0,1
Jordan,Kyrgyzstan,6,2,1,3
Jordan,UAE,10,2,4,4
Jordan,India,2,2,0,0
Jordan,Turkmenistan,4,2,0,2
Jordan,Bangladesh,2,2,0,0
Jordan,Hong Kong,4,2,2,0
Jordan,Cambodia,2,2,0,0
Jordan,Laos,2,2,0,0
Jordan,Japan,6,1,2,3
Jordan,Nigeria,3,1,1,1
Jordan,Belarus,2,1,0,1
Jordan,Zimbabwe,1,1,0,0
Jordan,Malta,3,1,0,2
Jordan,South Korea,9,1,4,4
Jordan,Georgia,2,1,0,1
Jordan,Jamaica,1,1,0,0
Jordan,Zambia,1,1,0,0
Jordan,Lithuania,1,1,0,0
Jordan,China,10,1,4,5
Jordan,Moldova,2,1,0,1
Jordan,Sierra Leone,1,1,0,0
Jordan,Trinidad,1,1,0,0
Jordan,Kazakhstan,2,1,0,1
Jordan,New Zealand,2,1,0,1
Jordan,Sudan,2,1,1,0
Jordan,Chad,1,1,0,0
Jordan,Dominican Rep.,1,1,0,0
Jordan,Philippines,1,1,0,0
Jordan,Ceylon,1,1,0,0
Jordan,South Sudan,1,1,0,0
Jordan,Kosovo,1,1,0,0
Jordan,Spain,1,0,0,1
Jordan,Switzerland,1,0,0,1
Jordan,Bulgaria,1,0,0,1
Jordan,Serbia,1,0,0,1
Jordan,Norway,2,0,1,1
Jordan,Finland,1,0,0,1
Jordan,Bosnia,2,0,1,1
Jordan,Russia,1,0,1,0
Jordan,Uruguay,2,0,1,1
Jordan,Hungary,1,0,1,0
Jordan,Slovakia,1,0,0,1
Jordan,Croatia,1,0,0,1
Jordan,Sweden,1,0,1,0
Jordan,Albania,2,0,1,1
Jordan,Morocco,2,0,0,2
Jordan,Paraguay,1,0,0,1
Jordan,Ivory Coast,1,0,0,1
Jordan,Algeria,1,0,1,0
Jordan,Tunisia,2,0,1,1
Jordan,Mali,1,0,1,0
Jordan,Congo,1,0,1,0
Jordan,Colombia,1,0,0,1
Jordan,Bolivia,1,0,0,1
Jordan,Thailand,3,0,2,1
Jordan,Estonia,1,0,0,1
Jordan,Armenia,1,0,1,0
Jordan,Mexico,1,0,1,0
Jordan,Costa Rica,1,0,1,0
Jordan,Azerbaijan,3,0,1,2
Jordan,Vietnam,3,0,2,1
Jordan,Kenya,1,0,1,0
Jordan,Haiti,1,0,0,1
Jordan,Yemen,2,0,2,0
Jordan,South Yemen,1,0,0,1
Morocco,Zambia,17,13,2,2
Morocco,Senegal,20,12,5,3
Morocco,Tunisia,31,10,16,5
Morocco,Gabon,20,10,4,6
Morocco,Niger,9,9,0,0
Morocco,Algeria,20,8,8,4
Morocco,Mali,16,8,4,4
Morocco,Guinea,16,8,6,2
Morocco,Burkina Faso,11,8,2,1
Morocco,Tanzania,9,8,0,1
Morocco,Nigeria,11,7,0,4
Morocco,Egypt,17,7,7,3
Morocco,Namibia,7,6,1,0
Morocco,Angola,9,6,2,1
Morocco,Libya,11,6,5,0
Morocco,Ghana,10,5,3,2
Morocco,Ivory Coast,16,5,6,5
Morocco,Congo,7,5,2,0
Morocco,Togo,10,5,3,2
Morocco,The Gambia,7,5,1,1
Morocco,Sierra Leone,6,5,1,0
Morocco,Malawi,7,5,2,0
Morocco,Central Africa,7,5,2,0
Morocco,Benin,5,4,0,1
Morocco,Mozambique,5,4,0,1
Morocco,Equat. Guinea,5,4,0,1
Morocco,Comoros,5,4,1,0
Morocco,Cameroon,14,3,4,7
Morocco,USA,4,3,0,1
Morocco,Luxembourg,3,3,0,0
Morocco,Zimbabwe,5,3,2,0
Morocco,DR Congo,7,3,3,1
